age,salaire,score_credit,montant_transaction,anciennete_compte,type_carte,region,genre,fraude
43.162458021194645,318029.7838119083,35.10042465029889,5485374.62180816,6.0,Visa,Miami,male,0.0
39.3696927993576,262332.32480363385,34.13557605585931,6312518.610419109,4.0,Visa,Orlando,femelle,0.0
39.48182192161699,153309.1746671042,19.666749074281565,3834478.798643442,14.0,Visa,Miami,male,0.0
55.48688820544484,328533.48327673407,77.66271293556305,4500543.247155363,9.0,Mastercard,Miami,male,0.0
56.36523638141723,111260.30559490682,49.64144063500402,5221660.808373662,3.0,Visa,Orlando,femelle,0.0
43.840508943232834,417473.3484019762,24.045432486375347,1445144.1763217752,11.0,Mastercard,Orlando,femelle,0.0
39.43821103540299,403016.11057550326,49.75268123515271,6225456.0144394105,4.0,Visa,Houston,femelle,0.0
25.39473603468313,135624.1255494063,70.14235646824746,490534.79120119475,6.0,Visa,Orlando,male,0.0
39.46701441984998,265382.0771845917,61.7631452887173,6756564.598570603,13.0,Mastercard,Houston,male,0.0
33.994237324057494,230589.5028005493,38.26610822476255,4098291.828244253,12.0,Mastercard,Houston,femelle,0.0
42.65665169133448,205868.9995883891,55.34665664807294,6709629.127938569,3.0,Mastercard,Houston,male,1.0
41.870920808073976,294758.7749312051,71.12576967492245,4193966.3674251297,11.0,Visa,Miami,male,0.0
50.24990922818384,198969.0528154136,42.34443196580883,4080813.7187404414,9.0,Visa,Orlando,male,0.0
43.35240587802768,75000.0,77.05518061229526,6105056.011522913,15.0,Mastercard,Orlando,male,0.0
36.98861956329444,399051.4581844023,29.686735382403487,6757413.196530373,8.0,Mastercard,Miami,male,0.0
40.41965909511555,425548.67319505103,15.158350845880719,10187902.598134268,8.0,Visa,Houston,male,0.0
25.21393175937268,290188.4649606909,69.88757461984093,4880839.93094268,10.0,Mastercard,Miami,femelle,0.0
36.51938206738947,213809.72127249133,40.40950010736432,8648019.61673443,1.0,Visa,Houston,male,0.0
44.49178103860906,342202.25212343654,48.796910011897445,4139834.9155398114,10.0,Mastercard,Houston,male,0.0
30.36869080826896,211377.2477862856,68.61066638649183,6936794.236878637,7.0,Visa,Miami,male,0.0
29.972786253639853,395985.4435728127,53.873235290335984,3767426.924511284,8.0,Mastercard,Houston,femelle,0.0
52.7161842888309,285859.6393852649,57.865902763329615,8622509.584855761,4.0,Mastercard,Miami,femelle,0.0
39.898290262829114,292513.4650438257,68.99778136498584,6236213.411198072,13.0,Visa,Miami,femelle,0.0
38.1971881196464,479132.1724520988,71.68955049714575,5056997.246779613,10.0,Mastercard,Houston,femelle,0.0
32.944313885862606,349296.6038707213,36.213418638398565,5513561.431236989,4.0,Mastercard,Miami,femelle,0.0
44.32471633449793,171383.6355679175,81.5668535499457,3165184.5613862453,18.0,Visa,Houston,femelle,1.0
32.57387329075203,561973.5947391932,79.97092721339708,9561920.288051134,10.0,Mastercard,Houston,femelle,0.0
47.04847113645947,218805.13575566403,71.50042429021819,3019556.3979905723,15.0,Mastercard,Miami,femelle,0.0
44.74831545834553,239295.62147050104,50.616142699959,9109604.670085732,15.0,Mastercard,Miami,male,1.0
38.17221964952368,278026.2802136524,60.74359629083472,2159051.7031479552,5.0,Visa,Houston,male,0.0
38.05271757945674,268163.3535240104,55.14942329588131,6884308.909501115,12.0,Visa,Orlando,male,0.0
36.56770201525868,311561.79170722404,95.37983223318906,25000.0,7.0,Mastercard,Orlando,male,0.0
45.87285068645799,497401.1129577748,34.57461166645038,7375235.822026167,14.0,Mastercard,Miami,femelle,0.0
41.478869232482914,527763.3045978269,15.69813305634922,11315259.918003509,2.0,Visa,Houston,femelle,0.0
55.86963308383001,161075.51047751875,50.45000776490879,4879888.377436702,6.0,Visa,Orlando,femelle,0.0
43.22639683333459,199347.77315063195,14.219752189971175,5882049.197919893,7.0,Mastercard,Orlando,male,0.0
31.712304571146884,150159.5435631613,60.99148632128888,6645389.820621712,10.0,Mastercard,Orlando,male,1.0
46.38472838929249,75000.0,23.716009407537815,2076642.3571691127,14.0,Mastercard,Miami,male,0.0
38.76280234751333,210392.84084322857,47.32744540546457,6639769.177065916,10.0,Mastercard,Houston,femelle,0.0
39.06742922837337,332750.8125663241,82.5066061815039,3524700.162031392,10.0,Visa,Houston,femelle,0.0
37.21980045984914,330110.78111375845,69.32250651060622,4761810.855843519,16.0,Visa,Orlando,male,1.0
52.12331052278567,339672.2527427061,42.2483821748886,9644024.662456077,8.0,Mastercard,Houston,male,0.0
49.33774186643498,450123.0746652621,46.51112131429436,1617227.1463737106,19.0,Visa,Houston,male,0.0
44.98673840539863,512104.3703342981,44.28626903815473,2502831.6650916715,16.0,Visa,Miami,male,0.0
37.31866421418892,567252.7179700277,51.4643890062493,4826401.522356977,4.0,Mastercard,Orlando,male,0.0
52.16073392792881,321512.64460222144,58.66904883398961,7181367.444456479,3.0,Mastercard,Houston,femelle,0.0
45.86543453938046,199303.86129433708,63.146421902390784,1871215.2145737866,9.0,Mastercard,Miami,male,0.0
36.390249384448985,177877.01151035947,56.50970224649235,5204620.347808509,16.0,Visa,Houston,male,0.0
38.3249950935047,251373.4708439038,36.56165379070019,7723557.15472961,2.0,Mastercard,Orlando,femelle,0.0
44.24295351199039,388058.6301891803,21.37623333528496,3922605.115673376,2.0,Visa,Houston,femelle,0.0
39.20548529766374,416033.655931022,3.0,706657.5716862353,10.0,Mastercard,Houston,femelle,0.0
37.59460511645054,367154.4399592518,60.49169366095229,2068783.561575797,24.0,Visa,Houston,male,0.0
42.68677811776056,475287.0546410072,75.90014299876836,8083877.006773394,10.0,Mastercard,Orlando,male,0.0
45.17523618605253,208337.24062849235,42.74288745252786,6567335.6327800825,12.0,Visa,Miami,male,1.0
46.47726024118593,454072.6553839727,44.56539920260583,4056195.657673853,16.0,Mastercard,Miami,male,0.0
44.84410920899332,142150.5795595207,73.70326062878681,7100629.542556296,5.0,Mastercard,Orlando,femelle,0.0
45.336523781826834,527297.7141485703,68.88429680503629,6354042.643593898,9.0,Visa,Orlando,male,0.0
29.41080343326257,211512.69056251005,31.563526873595727,6575507.939786505,8.0,Mastercard,Miami,male,0.0
45.88105690443273,118101.4301065029,50.122629008704536,1810223.940406166,6.0,Mastercard,Houston,femelle,0.0
38.50218142794496,333028.3971307699,58.659003260585685,2609656.301992474,12.0,Visa,Houston,male,0.0
32.91428960160248,285568.1606939132,40.05938618668183,3876131.542021835,4.0,Mastercard,Orlando,male,0.0
37.554940460745634,97982.15068268482,48.27675791801011,9185305.719506891,6.0,Mastercard,Miami,male,1.0
43.44807753704061,419775.2006860831,57.17696145357837,2753564.986929269,11.0,Visa,Miami,male,0.0
46.38853338488472,298940.56431737554,39.89105580692946,631860.5199606996,13.0,Mastercard,Houston,femelle,0.0
41.90263632606669,443064.0383717031,41.30410613255566,5826188.702429626,12.0,Visa,Houston,femelle,0.0
56.40997554615571,231347.31574813832,42.381300748814304,8908785.265837433,8.0,Visa,Orlando,femelle,0.0
33.294588141347745,478579.4465576515,31.068709629443703,5561023.1644241605,10.0,Mastercard,Houston,male,0.0
24.0,361063.5575098248,30.69571846498904,1073947.6070325826,7.0,Visa,Miami,male,1.0
38.21382729253352,184377.9554078866,44.30408886705133,3777231.966020913,8.0,Visa,Orlando,male,0.0
24.0,536425.8791612068,45.08303365112033,5541404.425493619,4.0,Visa,Houston,male,0.0
52.548151883780434,460721.3895381839,40.05895026328636,5102431.680020637,8.0,Mastercard,Miami,male,1.0
39.90402124297821,115947.88840671963,56.21079275828408,6529661.743763585,10.0,Visa,Orlando,male,0.0
36.87074902197726,88765.98475388248,97.19228518200208,3371603.0848491048,10.0,Mastercard,Miami,male,0.0
43.73801772146232,218779.04902392463,85.39826135311186,25000.0,12.0,Visa,Miami,male,0.0
44.82970592435357,340752.53767500457,45.15249083789777,4264241.216135633,9.0,Visa,Orlando,femelle,0.0
25.854744705974145,120119.3512356535,49.40392436297119,25000.0,11.4,Visa,Miami,male,0.0
33.0064058398868,208018.21612860053,27.83005818406433,5404404.26987061,7.0,Visa,Miami,femelle,0.0
41.61599208605857,484849.2907821996,53.68238796656339,4729271.355679034,8.0,Visa,Houston,male,0.0
39.723486081249575,381363.5954298153,45.09655156297229,9301653.404588811,7.0,Visa,Orlando,femelle,0.0
46.40945411190546,422789.192751482,76.15928385098687,7847789.522846927,16.0,Mastercard,Houston,male,0.0
40.48628298001042,235435.8451798926,95.99938248772946,3226559.510223168,6.0,Visa,Miami,femelle,0.0
54.46104644536548,213826.99418755865,36.97425070033636,9662847.324833076,12.0,Mastercard,Miami,male,0.0
43.024370083423065,75000.0,44.57406873704719,3352284.0400622743,13.0,Visa,Houston,male,0.0
38.453272402563016,371705.67227884254,79.48964014756511,10029270.25353222,9.4,Visa,Houston,femelle,0.0
43.30517980762098,438456.7240840143,12.108376990553943,6241262.608842162,8.0,Mastercard,Orlando,male,0.0
40.85783430735322,288470.1889494507,71.85918221793337,8518903.097492797,13.0,Visa,Houston,femelle,0.0
47.38382052112345,577299.4603449826,59.820078919155065,94129.18978534266,16.0,Visa,Orlando,male,0.0
41.70259518935975,179022.0251315158,50.80615398660496,10610416.078463916,20.0,Visa,Houston,male,0.0
24.0,348651.8566792385,26.691169475578864,25000.0,9.0,Visa,Houston,male,0.0
49.14718485719642,311637.80842295865,19.50030119711881,3231729.7655393267,9.0,Visa,Orlando,male,0.0
43.837002556412585,625770.4001094904,66.31188489192326,7741134.957027772,13.0,Mastercard,Houston,femelle,0.0
44.907681325374696,531382.0817061176,59.7348300431612,12323767.53579602,11.0,Mastercard,Miami,male,0.0
43.20513310671869,448179.2373609764,60.79901801510206,4978232.904603017,10.0,Visa,Houston,femelle,0.0
29.33857247179837,302931.87671972724,66.79889079484056,4226826.315241114,13.0,Visa,Miami,male,0.0
51.195343413231065,362370.4088580668,30.206980676712725,4626354.5609407285,9.0,Visa,Orlando,male,0.0
50.99587985142048,350474.9683231351,30.452717650325788,1780726.014912154,14.0,Visa,Houston,male,0.0
25.95595529036298,357186.6982743148,60.47997911168656,5045369.784753661,13.0,Mastercard,Miami,male,0.0
48.38493407415324,365139.5474883107,44.74848681368756,3118916.444508816,14.0,Visa,Houston,male,0.0
41.22020706318093,275690.6846944764,20.252511071920463,8298391.314186959,12.0,Visa,Orlando,male,0.0
47.05917671831984,449275.1497737909,36.92515940386065,6378911.954224448,1.0,Mastercard,Houston,male,1.0
35.29809624544081,401695.4956344793,10.432301668538315,12337308.707341053,17.0,Mastercard,Orlando,femelle,0.0
34.44956465678542,457006.9070663645,68.65790710387617,3004904.329088225,14.0,Visa,Miami,femelle,0.0
24.0,330822.96413400304,58.576889020755765,5057872.641121828,10.0,Mastercard,Orlando,male,0.0
47.55508178268312,150771.54712986882,24.523253497315917,2400656.6901428048,11.0,Visa,Orlando,male,0.0
41.39157766730249,431490.8819763269,73.77612482386313,6989820.143793434,7.0,Mastercard,Orlando,femelle,0.0
46.91138839969957,83172.2778382015,54.00067574624656,5335945.797863773,14.0,Mastercard,Houston,male,0.0
46.056256520431816,286619.5053462498,75.82937778130727,6460526.206902473,10.0,Mastercard,Houston,male,0.0
38.08581482278519,126450.53165034542,47.56622628625461,1883796.6975119896,16.0,Visa,Houston,femelle,0.0
29.358189954869296,325234.5811775541,25.14998326161226,4236176.041958349,8.0,Mastercard,Orlando,male,0.0
51.32163621361459,430170.8189313669,3.0,5787925.963615071,3.0,Mastercard,Houston,male,0.0
43.973076919839166,357781.8978389031,18.52741955766031,6299552.201814628,11.0,Mastercard,Orlando,male,0.0
36.05665380040598,391014.32253096113,27.454289525861405,5756101.939804631,10.0,Mastercard,Orlando,male,1.0
39.29301369978883,363187.106803647,51.98028898974515,6141560.915948909,5.0,Mastercard,Houston,male,0.0
53.13142902177852,430755.387839822,30.637428042953463,4398255.621566592,7.0,Mastercard,Miami,femelle,0.0
41.456785966526894,111896.60213572253,48.44154528642968,8010097.678187437,6.0,Visa,Miami,male,0.0
33.064923320932266,317146.31295888714,42.55871349337348,4933074.383262706,19.0,Visa,Houston,femelle,0.0
40.11429769507191,258058.09201429848,53.60677381327775,3942220.7088067774,1.0,Visa,Houston,male,0.0
43.5954681275781,280109.3882639255,60.313212601667885,7038119.511722364,7.0,Mastercard,Houston,male,0.0
38.77716006548619,306995.60498489486,54.956925638036495,11053327.439525194,15.0,Mastercard,Miami,femelle,0.0
45.080800092783406,468102.8559633893,57.441629573347726,188811.57491031382,9.0,Visa,Orlando,male,0.0
35.28597015363946,220050.9420861069,73.09995121083236,4092951.301004748,8.0,Mastercard,Miami,femelle,0.0
48.21983474682153,440605.112138052,68.30805940969874,7740821.652704103,3.0,Mastercard,Orlando,male,0.0
47.6240759857124,309507.5088956577,71.78544493862198,12638163.607828377,17.0,Mastercard,Houston,femelle,0.0
40.98743345362919,325496.1809623904,41.56835377119415,5103181.3859227495,8.0,Mastercard,Houston,femelle,0.0
36.911817617034416,299664.28252887283,3.0,4522551.585386816,17.0,Mastercard,Houston,male,0.0
31.290452716189264,292206.7843648833,65.59392364358989,2028037.7675022846,7.0,Visa,Houston,femelle,0.0
36.74746073256936,246921.15557698443,61.83142036906195,6312118.022539005,2.0,Mastercard,Miami,femelle,0.0
46.4534112173149,75000.0,87.7525024125201,2453286.0308886063,1.0,Mastercard,Miami,male,0.0
38.62803519689409,209866.9236219281,74.45615844266817,7608717.555960263,16.0,Visa,Houston,femelle,0.0
45.03791611526991,470468.3361487268,26.28156801626288,2248215.073468137,9.0,Visa,Houston,femelle,0.0
43.04661134676203,147179.22036139297,24.40704303301514,6405593.770715373,18.0,Visa,Orlando,male,0.0
43.105486365237866,275734.90782514965,99.0,6947443.163211261,10.0,Mastercard,Orlando,femelle,0.0
36.71976470768871,228590.61633332,58.05032419470643,4191518.7328880406,12.0,Visa,Houston,femelle,0.0
28.9816360858232,330591.5786273993,44.43760271267332,3313512.9741958184,6.0,Mastercard,Miami,femelle,0.0
37.41465867438012,568085.9946907002,52.74682649130209,2644046.239210285,6.0,Visa,Orlando,male,0.0
36.995928154884005,348788.92473443726,76.97386397291024,3676469.927618719,8.0,Visa,Miami,femelle,0.0
44.89815848084314,480980.3585181454,36.746170330239295,1059416.6049380167,11.0,Visa,Houston,male,0.0
24.0,75000.0,55.76300083080509,1155527.0813935269,12.0,Mastercard,Miami,male,0.0
45.54964890028948,170521.54317497578,40.7921533468669,5623760.202151873,12.0,Visa,Houston,femelle,0.0
60.0,362777.18387355824,46.365329247681885,5285083.655816219,10.0,Visa,Miami,male,0.0
48.57344299112472,253060.6549214979,38.23962961926066,9784760.624258043,12.0,Visa,Miami,femelle,1.0
36.23395920700175,274323.0945305401,43.30792290939409,9096681.111296533,16.0,Mastercard,Miami,femelle,0.0
51.638609393173205,75000.0,45.93363429164987,4056668.629107112,19.0,Mastercard,Houston,femelle,0.0
43.91342680510235,261116.7280493861,57.74296632121813,3187910.343575687,13.0,Visa,Houston,femelle,0.0
39.04352994698883,300982.2986706809,11.535674275804958,1098649.313234259,20.0,Visa,Orlando,femelle,1.0
30.68269321190084,156579.6445562191,50.878010662467766,9703374.529386992,13.0,Mastercard,Orlando,femelle,0.0
37.54203019470615,515043.752973142,26.436406253314463,3165452.5938849356,9.0,Visa,Orlando,femelle,0.0
49.73157909821664,171267.595234256,47.6702329473793,7696180.322040932,9.0,Visa,Houston,male,0.0
44.56912993630459,309883.741290336,59.8400810820592,7531854.201556793,13.0,Mastercard,Houston,femelle,0.0
49.89465972901813,161359.73961073926,46.0286162623808,3232518.836033174,10.0,Mastercard,Miami,femelle,0.0
51.065556122634746,214668.45372039464,20.757790896091706,9814803.505261704,1.0,Mastercard,Orlando,male,0.0
43.56542325665539,75000.0,92.97412587874103,6867137.355419356,2.0,Visa,Orlando,male,0.0
38.95110929055614,239982.0508048304,46.14387825385175,2722449.361497487,3.0,Visa,Houston,male,0.0
50.77552995511196,331452.9095361732,36.47858569412781,3988920.87595587,19.0,Visa,Miami,femelle,0.0
35.37430321424197,430319.7507458324,55.02007086300293,843918.444666517,7.0,Visa,Miami,femelle,0.0
33.69538996877063,368880.6272399294,41.40017182770322,4064877.2225983567,2.0,Mastercard,Miami,male,0.0
40.97168851359637,250497.0387442544,34.106816317083926,4084072.5394443055,10.0,Mastercard,Orlando,male,0.0
55.41028683884315,601270.9516472549,21.17316508569261,5986047.048489449,10.0,Visa,Miami,femelle,0.0
27.1623599216175,343992.6643507278,8.313367573143992,4704174.802985968,5.0,Mastercard,Orlando,male,0.0
38.44406812108179,75000.0,53.27848127186859,8052594.271791879,9.0,Mastercard,Houston,femelle,0.0
33.974369747272235,146006.17756737315,54.67190162523153,6451523.375079384,16.0,Visa,Houston,femelle,0.0
38.95359525018436,125219.70000520672,71.9916892865534,7453976.297772011,13.0,Mastercard,Orlando,femelle,0.0
44.567565556830985,120993.6347185027,36.124667850065,5318217.729160515,13.0,Visa,Orlando,male,1.0
50.30746898002711,366264.0974474219,26.561321415536103,548062.8215977475,9.0,Visa,Houston,male,0.0
35.36812624048076,133990.05184058237,34.63128966193014,898020.6161451326,4.0,Visa,Houston,femelle,0.0
45.1323331594881,271710.77562787675,26.04935377469676,8413573.327908115,3.0,Mastercard,Miami,male,0.0
47.134724636758506,254175.08054195208,47.41405085928984,6585904.446003677,7.0,Mastercard,Miami,femelle,0.0
35.21376532641722,257723.27259043505,48.25969553363725,25000.0,5.0,Mastercard,Miami,male,0.0
40.024480933908585,454440.654212954,80.81504753033545,3075752.629929697,12.0,Mastercard,Houston,male,0.0
29.020722099509545,331131.3442333113,54.56964355436384,7914032.853624444,6.0,Visa,Orlando,femelle,0.0
37.69173679454563,356109.3132196565,54.69856250176231,3226353.1422728784,10.0,Visa,Houston,male,0.0
25.76448859661255,424025.7946063671,43.193190342341936,2774470.516974573,17.0,Mastercard,Houston,male,0.0
46.32607449786023,394683.6535457675,64.73526690335794,4158284.8802043423,3.0,Mastercard,Houston,femelle,0.0
41.20108523164963,509514.0266097737,47.32441254957521,2415669.711607141,12.0,Mastercard,Houston,male,0.0
34.92580226546149,326340.5324706555,13.618979693949044,9355779.896944163,4.0,Mastercard,Houston,male,0.0
37.516825569952246,217332.56399390567,90.12817275425874,2473112.8496897942,14.0,Mastercard,Orlando,femelle,0.0
34.12263125058512,423402.3639861216,38.64384315631789,5208879.919320874,17.0,Visa,Orlando,femelle,0.0
24.0,149202.73110041468,42.81429391387167,1759198.820657922,13.0,Visa,Orlando,male,0.0
28.62212398794501,314034.7058673286,79.41323981304578,4211478.501612821,8.0,Mastercard,Houston,femelle,0.0
43.771130102119926,347821.2509442384,67.31349302334739,3837534.010190929,1.0,Visa,Houston,male,0.0
37.5989697053744,428740.5645272808,65.86524991910062,6189883.817664372,12.4,Visa,Orlando,male,0.0
43.27312738220795,140129.59329768625,20.439954893916312,10858833.661998522,6.0,Mastercard,Miami,male,0.0
32.175815811819454,198014.1154879753,27.695655440581618,7153216.119976938,18.0,Mastercard,Miami,femelle,0.0
37.82058479255303,225644.10801376504,81.57890185435951,4789910.669575866,1.0,Visa,Miami,femelle,0.0
41.06078137620881,317476.2078713806,69.67472087807127,3950343.95263099,9.0,Visa,Houston,male,0.0
38.71940410713356,508718.6950433913,67.75607871157698,5160152.817437065,8.0,Visa,Miami,femelle,0.0
36.937460152106,133969.4562698915,32.711393726529245,6264080.762920125,10.0,Visa,Houston,male,0.0
24.46001847230584,230107.3532891924,68.44962340466219,4763741.341266079,5.0,Mastercard,Houston,femelle,0.0
32.07501421298194,257819.46068958496,71.21600143611894,3851002.356549627,7.0,Visa,Miami,femelle,0.0
28.629200437451622,452308.8493012835,75.9974248706121,4851600.286030245,15.0,Visa,Houston,femelle,0.0
26.50176736287065,679555.4502962534,41.57034005667275,8422357.401357424,5.0,Mastercard,Houston,male,0.0
39.92672769172276,266020.87914257427,46.959621887346046,5065139.055454528,18.0,Visa,Orlando,femelle,0.0
33.19219935454748,75000.0,46.993432524725804,5090421.983945532,9.0,Visa,Houston,male,0.0
45.41085638139927,241589.4657711935,67.09807845272805,4754377.468427483,11.0,Visa,Orlando,femelle,0.0
49.50170707310764,269260.1288637588,84.10724713026168,5369056.020580267,11.0,Mastercard,Orlando,femelle,0.0
39.43275709978105,432836.5622542568,27.697474746730247,2578352.9675466805,12.0,Mastercard,Orlando,femelle,0.0
45.65204370837802,235350.56996702804,33.72670849724895,4481559.944319781,3.0,Visa,Miami,femelle,0.0
31.55740673126032,229839.19742121268,58.9682649895822,6525605.952881392,7.0,Mastercard,Houston,male,1.0
47.42412527321349,226587.8648258369,40.25665633941711,11999049.254758064,8.0,Mastercard,Miami,male,0.0
47.36820671784795,476550.0955185506,82.43747495570102,4085996.498733032,2.0,Visa,Orlando,femelle,0.0
39.30929713402619,454978.4796544722,54.66570082175744,10502403.693087172,12.0,Mastercard,Orlando,male,0.0
24.95651564749535,328191.2664649135,27.498073459539416,5213268.731226754,13.0,Visa,Houston,male,0.0
42.22012687105512,490441.9893899764,33.472694294682626,2221282.662234348,7.0,Mastercard,Miami,femelle,0.0
37.43372910518401,354113.3631995752,41.23145265569453,7981220.788603872,11.0,Visa,Miami,male,0.0
40.91953417407306,160032.1366970787,34.78798671149722,3065312.424066987,14.0,Visa,Orlando,femelle,0.0
24.0,202283.61752044785,52.429571586581154,25000.0,5.0,Mastercard,Orlando,male,0.0
44.21984666422184,412978.4924598824,56.43305319183172,12570119.994198672,13.0,Mastercard,Houston,male,0.0
43.8767310307142,378378.1149663585,39.01747038020845,25000.0,10.0,Visa,Houston,femelle,0.0
40.5877024880591,124225.30492912122,35.7191651244509,4244663.978220862,7.0,Visa,Houston,male,1.0
49.30400775764243,242895.8064307361,44.62756752123872,2096742.9813587,12.0,Mastercard,Houston,male,0.0
38.60900943748331,234729.18780569485,61.82181062650443,2844548.0445166505,13.0,Visa,Houston,femelle,0.0
51.94362098203062,75000.0,66.09885147274694,2161058.5317566106,8.0,Visa,Orlando,femelle,0.0
32.280853598508926,75000.0,49.34251029695132,8709468.53655253,3.0,Visa,Orlando,femelle,0.0
43.33676259538597,486424.0339990241,42.16658780991935,4070465.295907781,4.0,Mastercard,Orlando,male,0.0
51.18275445625199,145334.0920058605,42.76566024365471,715798.4716836652,13.0,Mastercard,Houston,femelle,0.0
35.3797258878463,212525.14241160656,23.209641528699255,2536140.847781422,14.0,Visa,Houston,femelle,0.0
48.17570524048003,579629.9288831025,51.09223565820141,5939725.081080849,15.0,Visa,Houston,femelle,0.0
30.56178600500393,318657.7150361571,50.01119984679391,5657612.562900765,12.0,Visa,Houston,femelle,0.0
36.99912804045148,231348.45105173503,44.824711762552425,4998563.845794483,17.0,Visa,Houston,femelle,0.0
38.77391557280556,495093.8101583938,52.66998838122743,25000.0,5.0,Mastercard,Orlando,femelle,0.0
37.25331859318041,328948.44626593945,11.924811887108135,733824.5084962072,10.0,Mastercard,Houston,male,0.0
47.022608249913006,306685.4416333907,54.479899378020974,4159666.976749981,18.0,Visa,Houston,male,0.0
40.65021734072855,79146.89077338335,75.7826367087489,3387912.232059801,17.0,Visa,Miami,femelle,0.0
47.245740803978926,178655.41606112994,19.631686023426347,2912957.7675004546,9.0,Mastercard,Houston,male,0.0
40.72899893802702,257586.10085559476,47.7574711277731,25000.0,9.0,Visa,Orlando,male,0.0
39.43330521667128,226408.1648960021,63.38876743084937,4771165.544781252,5.0,Mastercard,Houston,femelle,0.0
46.72485370226707,461179.4685344896,82.47058421783612,9032853.725703789,10.0,Mastercard,Houston,femelle,0.0
49.8436803820798,75000.0,66.52291232081032,89594.40706762578,11.0,Visa,Miami,femelle,0.0
36.50788109387565,254348.2693419073,79.10802675452383,887473.8655129834,21.0,Visa,Miami,male,0.0
40.13099393545035,361153.46052557655,59.991178164984056,2586915.494712149,18.0,Mastercard,Orlando,male,0.0
47.17437865626588,84058.78038017591,58.17221495127835,7178107.997688001,19.0,Visa,Miami,femelle,0.0
49.76440483144986,273197.86685880244,48.52030436927462,3754725.989824014,5.0,Mastercard,Miami,male,0.0
40.51526017945554,228669.8329896968,67.9660509937807,2149542.409844384,5.0,Visa,Miami,male,0.0
29.202802638238875,337642.65310680645,23.69123468225476,25000.0,14.0,Visa,Miami,male,0.0
26.35232724087412,357631.3832474193,39.96016079637591,8828791.963620663,4.0,Mastercard,Miami,male,0.0
46.05741456881618,118584.70065614118,65.2759954472652,9599037.626747549,13.0,Mastercard,Orlando,femelle,1.0
60.0,243370.32771602625,99.0,7548934.3481199555,13.0,Mastercard,Houston,male,0.0
30.73117389072412,423385.93818007206,40.80517209873922,1645304.181931906,12.0,Visa,Houston,femelle,0.0
43.82512460444647,76184.69742819542,35.88488875545604,10588607.36420053,9.0,Visa,Houston,male,0.0
31.05181212630694,308986.46611192555,68.35544301103,2506136.31355433,2.0,Visa,Miami,femelle,0.0
41.99687566567769,111140.26328277099,71.79259045818323,3083044.8377999677,11.0,Visa,Houston,femelle,0.0
39.00062723741148,303183.39762513875,45.69223422279847,5876796.368467136,13.0,Mastercard,Houston,male,0.0
44.60449540664292,284691.5414056728,43.50516129836052,817106.7493867464,1.0,Mastercard,Houston,femelle,0.0
52.557028695515946,92322.2970862505,67.43448848368273,6884236.090700746,14.0,Mastercard,Houston,femelle,0.0
42.10002312681467,267599.786764033,71.54587346031386,3005897.2845469583,1.0,Mastercard,Houston,femelle,0.0
48.38563174140221,577180.0493553155,38.738378458952525,9671482.669095978,8.0,Visa,Houston,femelle,0.0
44.32014241378513,227402.34905991703,57.89514778215987,1673705.3137850147,11.0,Mastercard,Houston,male,0.0
34.477790134102364,292128.9215905426,53.89935411981517,9674884.870317344,13.0,Visa,Orlando,male,0.0
50.1332900255873,259835.17219127328,30.757175436192306,8949034.512558559,10.0,Visa,Miami,male,0.0
35.05459966319865,253232.1640115963,36.69908163993776,12807439.62462294,9.0,Mastercard,Miami,male,0.0
39.0088610941184,191647.8893077456,43.056770351631,25000.0,17.0,Mastercard,Miami,femelle,0.0
46.1232172481068,438290.4567011425,61.09277416263615,6293851.450658895,5.0,Visa,Orlando,femelle,0.0
46.163708765497816,320897.944609434,38.693000949978114,737318.0443296703,9.799999999999999,Mastercard,Orlando,femelle,0.0
41.459472296751954,138252.74000561584,49.14351241848962,3194308.5172021594,14.0,Visa,Orlando,male,0.0
50.70873710636485,102768.20033933822,46.87181442414395,7350396.9449742045,13.0,Mastercard,Miami,male,0.0
37.52392091258216,108384.50942319859,69.43860686881268,6938960.489407476,15.0,Mastercard,Miami,male,0.0
38.23416994433307,75000.0,19.88504398871667,8712109.380690798,3.0,Visa,Orlando,male,0.0
36.609331694348135,398158.2201091145,50.70742834177278,3872215.26358593,4.0,Visa,Orlando,male,0.0
37.69479790061987,515126.555478049,30.22255304728832,14863283.562166216,11.0,Mastercard,Miami,femelle,0.0
30.76292529016925,92734.6217148444,53.72136864941093,11053419.34637909,9.0,Mastercard,Miami,femelle,0.0
37.87263940643558,315467.6888575807,53.65829127240512,3898657.4897830673,1.0,Visa,Miami,femelle,0.0
41.11084825944704,287067.4352988821,44.490353696419554,8301178.676836187,13.0,Visa,Orlando,male,0.0
36.16224882587091,103129.90448271751,39.60331708549548,6861502.697297488,10.0,Mastercard,Houston,male,0.0
44.24274321336464,395482.9810309897,49.29159718616981,12319623.400956504,14.0,Visa,Orlando,femelle,0.0
36.50989574255977,75000.0,57.473068112422965,2783783.824085217,15.0,Visa,Houston,femelle,0.0
41.19024507845844,391385.8246334629,42.77539614171254,1130971.7061168328,12.0,Visa,Houston,male,0.0
53.04103971899528,395536.2118504478,52.4158046500222,4896283.323542543,6.0,Mastercard,Houston,male,0.0
30.91491276193737,295677.5097617065,32.26721661590804,3383821.1589606763,12.0,Visa,Orlando,femelle,0.0
31.45821938369164,359645.62526644184,50.18453985990938,3590810.610531207,15.0,Mastercard,Miami,male,0.0
